user,employee_name,department,role,login_time,logout_time,session_duration_hrs,source_ip,location,auth_method,success,is_weekend
EMP-1061,Samuel Diaz,Engineering,Sr. Software Engineer,2024-01-02 07:46:46.902968,2024-01-02 17:02:08.139046,9.26,10.67.98.84,Office-Bangalore,SSO,1,0
EMP-1062,Carol Baker,Finance,Controller,2024-01-02 07:53:06.745807,2024-01-02 17:53:52.821988,10.01,10.214.21.121,Office-London,certificate,1,0
EMP-1063,Brian Lewis,Human Resources,HR Specialist,2024-01-02 07:18:44.512197,2024-01-02 15:45:19.829039,8.44,10.244.64.52,Remote,certificate,1,0
EMP-1064,Donald Taylor,Sales,Sales Director,2024-01-02 09:49:09.236999,2024-01-02 14:10:18.894844,4.35,10.243.56.120,Remote,SSO,1,0
EMP-1065,Lisa Cox,Legal,Contract Specialist,2024-01-02 06:55:22.105694,2024-01-02 14:32:20.084619,7.62,10.247.80.28,Remote,MFA,1,0
EMP-1066,Pamela Gray,IT Security,CISO,2024-01-02 09:28:22.160954,2024-01-02 16:31:49.258939,7.06,10.152.177.213,Office-Bangalore,SSO,1,0
EMP-1067,Rachel Foster,Executive,COO,2024-01-02 10:22:31.880876,2024-01-02 19:04:10.612242,8.69,10.201.11.89,Remote,MFA,1,0
EMP-1068,David Cook,Research & Development,R&D Engineer,2024-01-02 10:00:36.342645,2024-01-02 18:19:24.505157,8.31,10.28.111.246,HQ-NewYork,certificate,1,0
EMP-1069,Alexander Martin,Marketing,SEO Specialist,2024-01-02 09:25:52.557476,2024-01-02 16:46:23.524392,7.34,10.70.158.207,Office-SanFrancisco,password,1,0
EMP-1070,Sharon Sanders,Operations,Logistics Coordinator,2024-01-02 10:20:47.517691,2024-01-02 18:20:25.629187,7.99,10.213.240.23,Office-London,certificate,1,0
EMP-1071,Ashley Long,Engineering,DevOps Engineer,2024-01-02 09:25:13.308881,2024-01-02 16:53:40.020133,7.47,10.8.127.218,Office-Berlin,password,1,0
EMP-1072,Gary Ramirez,Finance,Finance Manager,2024-01-02 09:44:16.618601,2024-01-02 16:29:24.351316,6.75,10.226.153.180,Office-London,MFA,1,0
EMP-1073,Eric Harris,Human Resources,HR Specialist,2024-01-02 11:19:26.184608,2024-01-02 20:36:33.501342,9.29,10.143.195.62,Office-SanFrancisco,password,1,0
EMP-1074,Laura Williams,Sales,Sales Rep,2024-01-02 08:44:37.080503,2024-01-02 16:35:55.181757,7.86,10.178.63.79,Office-London,SSO,1,0
EMP-1075,Stephen Ortiz,Legal,Compliance Officer,2024-01-02 09:44:10.812657,2024-01-02 21:20:04.461859,11.6,10.91.180.117,Office-Bangalore,SSO,1,0
EMP-1076,Steven Robinson,IT Security,Security Analyst,2024-01-02 08:34:50.279764,2024-01-02 18:42:37.518295,10.13,10.31.191.138,Remote,SSO,1,0
EMP-1077,Margaret Patel,Executive,VP Engineering,2024-01-02 08:19:55.720684,2024-01-02 18:05:00.073847,9.75,10.73.252.26,Office-London,MFA,1,0
EMP-1078,Sandra Campbell,Research & Development,Data Scientist,2024-01-02 07:22:55.526078,2024-01-02 14:56:09.514120,7.55,10.137.33.71,Office-London,SSO,1,0
EMP-1079,Stephen Nguyen,Marketing,Content Strategist,2024-01-02 08:09:23.010803,2024-01-02 15:03:57.876148,6.91,10.224.4.147,Remote,password,1,0
EMP-1080,Kathleen Cruz,Operations,Operations Manager,2024-01-02 07:16:12.060454,2024-01-02 13:44:34.758095,6.47,10.241.221.123,Office-SanFrancisco,MFA,1,0
EMP-1081,Stephanie Morales,Engineering,Software Engineer,2024-01-02 08:53:55.420360,2024-01-02 17:58:12.972858,9.07,10.39.208.145,Office-Berlin,SSO,1,0
EMP-1082,Ashley Thomas,Finance,Accounts Payable,2024-01-02 10:43:46.258944,2024-01-02 19:47:38.685978,9.06,10.98.116.233,Office-Bangalore,certificate,1,0
EMP-1083,Emma Diaz,Human Resources,HR Manager,2024-01-02 08:37:27.383318,2024-01-02 16:51:27.540251,8.23,10.246.190.26,Office-Berlin,certificate,1,0
EMP-1084,Kimberly James,Sales,Sales Rep,2024-01-02 07:31:40.503442,2024-01-02 17:29:31.639948,9.96,10.142.20.41,Office-SanFrancisco,SSO,1,0
EMP-1085,Laura Ruiz,Legal,Contract Specialist,2024-01-02 10:00:21.234455,2024-01-02 14:52:22.554273,4.87,10.60.74.181,Office-Bangalore,SSO,1,0
EMP-1086,Elizabeth Mendoza,IT Security,SOC Analyst,2024-01-02 08:24:31.960912,2024-01-02 17:05:57.734770,8.69,10.30.140.58,Office-London,SSO,1,0
EMP-1087,Christopher Martinez,Executive,CEO,2024-01-02 09:30:07.296317,2024-01-02 17:52:34.306359,8.37,10.192.212.146,Office-SanFrancisco,certificate,1,0
EMP-1088,Jessica Reyes,Research & Development,R&D Engineer,2024-01-02 10:31:43.741641,2024-01-02 17:51:58.333803,7.34,10.129.139.127,Remote,SSO,1,0
EMP-1089,Scott Garcia,Marketing,SEO Specialist,2024-01-02 09:22:43.693762,2024-01-02 21:34:24.604262,12.19,10.65.7.24,Remote,certificate,1,0
EMP-1090,Maria Gray,Operations,Operations Manager,2024-01-02 10:11:58.133077,2024-01-02 18:12:36.893111,8.01,10.121.133.167,Office-Berlin,certificate,1,0
EMP-1091,Nancy Howard,Engineering,DevOps Engineer,2024-01-02 09:09:04.863351,2024-01-02 18:31:02.735733,9.37,10.121.90.105,Remote,SSO,1,0
EMP-1092,Christine Wilson,Finance,Sr. Accountant,2024-01-02 11:02:18.562981,2024-01-02 17:33:55.961015,6.53,10.127.74.170,Office-London,SSO,1,0
EMP-1093,Ryan Lopez,Human Resources,HR Manager,2024-01-02 08:14:15.788950,2024-01-02 14:55:57.810950,6.7,10.249.198.104,Office-London,SSO,1,0
EMP-1094,Edward Miller,Sales,Account Executive,2024-01-02 10:27:29.408677,2024-01-02 17:01:54.223794,6.57,10.194.128.161,Office-Berlin,password,1,0
EMP-1095,Anthony Wright,Legal,Contract Specialist,2024-01-02 07:16:58.646902,2024-01-02 17:04:23.144097,9.79,10.226.179.125,Office-SanFrancisco,certificate,1,0
EMP-1096,Benjamin Cox,IT Security,SOC Analyst,2024-01-02 10:41:11.787656,2024-01-02 17:28:35.249514,6.79,10.142.4.142,Remote,password,1,0
EMP-1097,Mark Anderson,Executive,VP Engineering,2024-01-02 09:44:48.558673,2024-01-02 18:34:27.772952,8.83,10.239.184.75,HQ-NewYork,SSO,1,0
EMP-1098,Kathleen Stewart,Research & Development,Data Scientist,2024-01-02 08:43:15.630509,2024-01-02 18:25:10.361176,9.7,10.99.49.236,Office-Bangalore,password,1,0
EMP-1099,Emily Foster,Marketing,SEO Specialist,2024-01-02 09:47:35.724061,2024-01-02 18:49:02.206394,9.02,10.211.1.73,Office-London,certificate,1,0
EMP-1100,Karen Edwards,Operations,Logistics Coordinator,2024-01-02 11:11:53.328040,2024-01-02 18:41:09.740701,7.49,10.142.196.140,Office-Bangalore,SSO,1,0
EMP-1001,Mark Edwards,Engineering,QA Engineer,2024-01-03 10:08:06.496567,2024-01-03 17:59:24.688353,7.86,10.179.109.88,Office-London,SSO,1,0
EMP-1002,Margaret Ross,Finance,Finance Manager,2024-01-03 09:01:15.510287,2024-01-03 16:54:53.352029,7.89,10.25.92.217,HQ-NewYork,SSO,1,0
EMP-1003,Jennifer Sanders,Human Resources,Benefits Coordinator,2024-01-03 09:33:45.836263,2024-01-03 17:42:11.267587,8.14,10.21.142.76,Office-Berlin,certificate,1,0
EMP-1004,Alexander Rodriguez,Sales,Sales Rep,2024-01-03 08:57:57.891531,2024-01-03 14:39:28.834141,5.69,10.253.21.219,Remote,password,1,0
EMP-1005,Timothy Scott,Legal,Legal Manager,2024-01-03 09:44:43.949877,2024-01-03 19:55:30.905219,10.18,10.95.91.54,Remote,MFA,1,0
EMP-1006,Nicole Brooks,IT Security,SOC Analyst,2024-01-03 08:24:07.472792,2024-01-03 15:56:33.096954,7.54,10.119.98.70,Office-Berlin,certificate,1,0
EMP-1007,Dennis Jimenez,Executive,CEO,2024-01-03 08:40:47.758914,2024-01-03 16:20:07.487622,7.66,10.103.69.17,Office-SanFrancisco,password,1,0
EMP-1008,Margaret Wood,Research & Development,Lab Technician,2024-01-03 08:56:52.054372,2024-01-03 17:30:48.754950,8.57,10.68.36.64,Office-Bangalore,MFA,1,0
EMP-1009,Justin Phillips,Marketing,Marketing Manager,2024-01-03 08:05:32.989892,2024-01-03 12:45:29.847675,4.67,10.127.24.194,Office-SanFrancisco,password,1,0
EMP-1010,Karen Watson,Operations,Project Manager,2024-01-03 10:03:46.558818,2024-01-03 17:50:15.146451,7.77,10.17.99.98,Remote,certificate,1,0
EMP-1011,Stephen Johnson,Engineering,Software Engineer,2024-01-03 07:50:47.126809,2024-01-03 16:41:53.781534,8.85,10.197.165.88,Remote,SSO,1,0
EMP-1012,Sharon Lee,Finance,Controller,2024-01-03 07:15:54.159425,2024-01-03 12:34:10.934689,5.3,10.196.46.130,HQ-NewYork,SSO,1,0
EMP-1013,Samantha Cook,Human Resources,HR Director,2024-01-03 07:43:00.593725,2024-01-03 16:46:19.124976,9.06,10.196.42.139,Office-SanFrancisco,SSO,1,0
EMP-1014,Gary Williams,Sales,Sales Rep,2024-01-03 07:42:51.149578,2024-01-03 15:30:02.295743,7.79,10.15.62.225,Office-London,MFA,1,0
EMP-1015,Janet Morales,Legal,Legal Counsel,2024-01-03 08:00:47.000315,2024-01-03 16:07:53.239134,8.12,10.169.122.243,Office-Berlin,SSO,1,0
EMP-1016,Shirley Cox,IT Security,CISO,2024-01-03 09:23:22.665802,2024-01-03 16:33:11.622637,7.16,10.177.52.183,Office-SanFrancisco,certificate,1,0
EMP-1017,Christine Wood,Executive,COO,2024-01-03 08:10:01.367565,2024-01-03 15:24:15.870857,7.24,10.31.64.58,Office-Bangalore,password,1,0
EMP-1018,Robert Ramos,Research & Development,R&D Manager,2024-01-03 07:21:49.165536,2024-01-03 14:00:55.277561,6.65,10.19.182.162,Office-SanFrancisco,SSO,1,0
EMP-1019,David Jones,Marketing,Marketing Manager,2024-01-03 08:29:37.653131,2024-01-03 19:14:10.631000,10.74,10.72.172.125,HQ-NewYork,SSO,1,0
EMP-1020,Patrick Kelly,Operations,Logistics Coordinator,2024-01-03 06:45:11.544087,2024-01-03 13:25:40.619356,6.67,10.207.105.49,Office-Bangalore,password,1,0
EMP-1021,Raymond Parker,Engineering,Engineering Manager,2024-01-03 06:21:02.832587,2024-01-03 13:56:11.027453,7.59,10.222.187.14,Office-Bangalore,password,1,0
EMP-1022,Stephanie Sanders,Finance,Finance Manager,2024-01-03 08:46:11.236713,2024-01-03 16:05:37.388654,7.32,10.49.138.115,HQ-NewYork,MFA,0,0
EMP-1023,Nancy Scott,Human Resources,Benefits Coordinator,2024-01-03 06:20:24.368829,2024-01-03 13:15:59.139380,6.93,10.207.221.220,Office-SanFrancisco,certificate,1,0
EMP-1024,Katherine Cooper,Sales,Sales Rep,2024-01-03 08:44:08.779976,2024-01-03 20:24:31.476433,11.67,10.105.125.124,HQ-NewYork,SSO,1,0
EMP-1025,Linda Perez,Legal,Legal Manager,2024-01-03 10:46:52.509210,2024-01-03 18:25:34.333423,7.64,10.238.201.201,HQ-NewYork,MFA,1,0
EMP-1026,Jason Hughes,IT Security,Incident Responder,2024-01-03 07:46:09.157471,2024-01-03 12:17:43.969063,4.53,10.49.76.56,Remote,MFA,1,0
EMP-1027,Catherine Green,Executive,CEO,2024-01-03 08:38:34.716555,2024-01-03 13:39:46.237983,5.02,10.236.219.136,HQ-NewYork,certificate,1,0
EMP-1028,Angela Hernandez,Research & Development,Data Scientist,2024-01-03 08:14:25.944080,2024-01-03 18:32:15.272102,10.3,10.221.61.104,HQ-NewYork,SSO,1,0
EMP-1029,Justin Kim,Marketing,Marketing Analyst,2024-01-03 09:44:48.060823,2024-01-03 17:51:35.191387,8.11,10.169.150.145,Office-Berlin,SSO,1,0
EMP-1030,Anthony Bennett,Operations,Operations Manager,2024-01-03 10:08:28.284271,2024-01-03 18:00:45.605284,7.87,10.34.172.166,Office-SanFrancisco,MFA,1,0
EMP-1031,Kenneth Long,Engineering,Software Engineer,2024-01-03 07:47:45.567561,2024-01-03 15:59:30.971706,8.2,10.145.26.19,HQ-NewYork,SSO,1,0
EMP-1032,Thomas Hall,Finance,Financial Analyst,2024-01-03 08:48:37.744766,2024-01-03 17:06:20.969751,8.3,10.41.113.214,Office-SanFrancisco,password,1,0
EMP-1033,Christine Peterson,Human Resources,HR Manager,2024-01-03 07:57:50.688879,2024-01-03 14:05:04.599912,6.12,10.68.30.228,Remote,MFA,1,0
EMP-1034,Paul Torres,Sales,Business Development,2024-01-03 10:31:34.255635,2024-01-03 16:00:46.974153,5.49,10.176.163.219,Office-SanFrancisco,certificate,1,0
EMP-1035,Steven Miller,Legal,Legal Counsel,2024-01-03 08:49:09.702823,2024-01-03 17:58:33.978291,9.16,10.12.1.86,Remote,MFA,1,0
EMP-1036,Charles Patel,IT Security,CISO,2024-01-03 08:27:13.838340,2024-01-03 16:23:05.766847,7.93,10.3.29.20,Office-Berlin,MFA,1,0
EMP-1037,Melissa Howard,Executive,VP Sales,2024-01-03 07:34:08.433899,2024-01-03 16:54:10.343006,9.33,10.11.79.94,Office-SanFrancisco,password,1,0
EMP-1038,Anthony Mendoza,Research & Development,Data Scientist,2024-01-03 10:28:00.383468,2024-01-03 19:19:02.655983,8.85,10.200.144.227,Remote,password,1,0
EMP-1039,Donald Lee,Marketing,Content Strategist,2024-01-03 11:23:32.289793,2024-01-03 21:19:04.867165,9.93,10.189.237.86,Office-Bangalore,SSO,1,0
EMP-1040,Paul Lee,Operations,Operations Analyst,2024-01-03 09:37:06.603114,2024-01-03 14:53:24.765942,5.27,10.57.52.210,Office-Bangalore,MFA,1,0
EMP-1041,Michelle Robinson,Engineering,Sr. Software Engineer,2024-01-03 07:58:33.418715,2024-01-03 16:37:10.661937,8.64,10.85.72.222,HQ-NewYork,SSO,1,0
EMP-1042,Brian Chavez,Finance,Accounts Payable,2024-01-03 09:01:45.599626,2024-01-03 16:30:50.835883,7.48,10.241.8.30,Office-Bangalore,MFA,1,0
EMP-1043,Justin King,Human Resources,HR Specialist,2024-01-03 10:32:53.120761,2024-01-03 16:43:09.757905,6.17,10.187.202.81,HQ-NewYork,password,1,0
EMP-1044,Deborah Kelly,Sales,Account Executive,2024-01-03 08:30:00.774018,2024-01-03 16:14:59.586964,7.75,10.112.1.134,Office-London,password,1,0
EMP-1045,Sharon Rodriguez,Legal,Compliance Officer,2024-01-03 09:01:58.881115,2024-01-03 16:30:28.803139,7.47,10.218.32.185,Office-Berlin,MFA,1,0
EMP-1046,Christine Evans,IT Security,Security Engineer,2024-01-03 11:02:46.433445,2024-01-03 17:45:47.083720,6.72,10.33.50.108,Office-Bangalore,MFA,1,0
EMP-1047,Brandon Reed,Executive,COO,2024-01-03 09:23:56.026884,2024-01-03 17:37:26.853184,8.23,10.78.74.54,Office-Bangalore,password,1,0
EMP-1048,Cynthia Cruz,Research & Development,Lab Technician,2024-01-03 07:29:58.272332,2024-01-03 15:21:42.257197,7.86,10.122.204.231,Remote,certificate,1,0
EMP-1049,Andrew Rogers,Marketing,Brand Manager,2024-01-03 08:13:45.019852,2024-01-03 16:31:23.178973,8.29,10.173.80.58,Office-London,password,1,0
EMP-1050,Patricia Garcia,Operations,Project Manager,2024-01-03 08:13:56.987748,2024-01-03 16:01:00.279726,7.78,10.107.227.162,Office-Bangalore,password,1,0
EMP-1051,Amy Phillips,Engineering,Sr. Software Engineer,2024-01-03 09:58:05.118515,2024-01-03 19:08:35.726335,9.18,10.200.109.57,Office-SanFrancisco,certificate,1,0
EMP-1052,Michael Bailey,Finance,Sr. Accountant,2024-01-03 09:05:50.165913,2024-01-03 18:29:18.785359,9.39,10.206.119.171,HQ-NewYork,certificate,1,0
EMP-1053,Brandon Castillo,Human Resources,HR Director,2024-01-03 11:23:23.621181,2024-01-03 18:21:26.344068,6.97,10.230.41.191,Office-Bangalore,certificate,1,0
EMP-1054,Kimberly Long,Sales,Account Executive,2024-01-03 09:15:52.794897,2024-01-03 15:15:01.151536,5.99,10.125.161.62,Remote,MFA,1,0
EMP-1055,Elizabeth Alvarez,Legal,Compliance Officer,2024-01-03 07:23:09.439964,2024-01-03 16:09:16.414112,8.77,10.82.229.139,Office-SanFrancisco,certificate,1,0
EMP-1056,Karen Robinson,IT Security,CISO,2024-01-03 09:57:02.822833,2024-01-03 16:53:46.873177,6.95,10.55.17.107,Remote,password,1,0
EMP-1057,Anna Reyes,Executive,VP Engineering,2024-01-03 06:40:28.720068,2024-01-03 15:13:31.081767,8.55,10.100.232.198,HQ-NewYork,certificate,1,0
EMP-1058,Kathleen Smith,Research & Development,R&D Engineer,2024-01-03 08:17:25.937775,2024-01-03 17:40:23.252133,9.38,10.138.192.189,Office-London,MFA,1,0
EMP-1059,Mark Wright,Marketing,SEO Specialist,2024-01-03 10:48:42.336745,2024-01-03 18:05:12.280444,7.27,10.87.172.174,Office-Bangalore,certificate,1,0
EMP-1060,Cynthia Taylor,Operations,Logistics Coordinator,2024-01-03 08:12:55.627226,2024-01-03 14:59:19.480676,6.77,10.152.145.170,Office-Berlin,MFA,1,0
EMP-1061,Samuel Diaz,Engineering,Sr. Software Engineer,2024-01-03 08:15:53.645046,2024-01-03 15:21:24.942050,7.09,10.67.98.84,Office-Bangalore,password,1,0
EMP-1062,Carol Baker,Finance,Controller,2024-01-03 08:05:00.986388,2024-01-03 16:31:33.991642,8.44,10.214.21.121,Office-London,MFA,1,0
EMP-1063,Brian Lewis,Human Resources,HR Specialist,2024-01-03 07:20:41.257427,2024-01-03 14:31:53.604798,7.19,10.244.64.52,Remote,MFA,1,0
EMP-1064,Donald Taylor,Sales,Sales Director,2024-01-03 09:34:57.212426,2024-01-03 16:16:36.448046,6.69,10.243.56.120,Remote,SSO,1,0
EMP-1065,Lisa Cox,Legal,Contract Specialist,2024-01-03 08:35:18.778675,2024-01-03 13:31:18.413833,4.93,10.247.80.28,Remote,MFA,1,0
EMP-1066,Pamela Gray,IT Security,CISO,2024-01-03 08:30:58.627175,2024-01-03 18:24:20.898021,9.89,10.152.177.213,Office-Bangalore,MFA,1,0
EMP-1067,Rachel Foster,Executive,COO,2024-01-03 09:50:30.532217,2024-01-03 18:37:00.689844,8.78,10.201.11.89,Remote,certificate,1,0
EMP-1068,David Cook,Research & Development,R&D Engineer,2024-01-03 08:55:58.168110,2024-01-03 18:20:47.248626,9.41,10.28.111.246,HQ-NewYork,SSO,1,0
EMP-1069,Alexander Martin,Marketing,SEO Specialist,2024-01-03 10:54:56.566855,2024-01-03 17:13:02.174269,6.3,10.70.158.207,Office-SanFrancisco,MFA,1,0
EMP-1070,Sharon Sanders,Operations,Logistics Coordinator,2024-01-03 09:43:41.636308,2024-01-03 15:06:30.811620,5.38,10.213.240.23,Office-London,password,1,0
EMP-1071,Ashley Long,Engineering,DevOps Engineer,2024-01-03 09:45:30.942126,2024-01-03 17:22:25.157837,7.62,10.8.127.218,Office-Berlin,certificate,1,0
EMP-1072,Gary Ramirez,Finance,Finance Manager,2024-01-03 10:11:30.436415,2024-01-03 20:15:47.708083,10.07,10.226.153.180,Office-London,certificate,1,0
EMP-1073,Eric Harris,Human Resources,HR Specialist,2024-01-03 10:52:16.377080,2024-01-03 20:11:35.819165,9.32,10.143.195.62,Office-SanFrancisco,password,1,0
EMP-1074,Laura Williams,Sales,Sales Rep,2024-01-03 09:36:11.188341,2024-01-03 15:47:39.834294,6.19,10.178.63.79,Office-London,password,1,0
EMP-1075,Stephen Ortiz,Legal,Compliance Officer,2024-01-03 09:38:32.160665,2024-01-03 15:14:27.050240,5.6,10.91.180.117,Office-Bangalore,MFA,1,0
EMP-1076,Steven Robinson,IT Security,Security Analyst,2024-01-03 09:16:24.935805,2024-01-03 16:17:11.556604,7.01,10.31.191.138,Remote,password,1,0
EMP-1077,Margaret Patel,Executive,VP Engineering,2024-01-03 09:05:09.506665,2024-01-03 19:22:48.438429,10.29,10.73.252.26,Office-London,certificate,1,0
EMP-1078,Sandra Campbell,Research & Development,Data Scientist,2024-01-03 07:09:19.299468,2024-01-03 12:57:02.758067,5.8,10.137.33.71,Office-London,MFA,1,0
EMP-1079,Stephen Nguyen,Marketing,Content Strategist,2024-01-03 09:38:41.252856,2024-01-03 16:11:43.073164,6.55,10.224.4.147,Remote,SSO,1,0
EMP-1080,Kathleen Cruz,Operations,Operations Manager,2024-01-03 06:49:30.531663,2024-01-03 17:13:22.288315,10.4,10.241.221.123,Office-SanFrancisco,password,1,0
EMP-1081,Stephanie Morales,Engineering,Software Engineer,2024-01-03 09:11:14.286027,2024-01-03 14:41:06.553891,5.5,10.39.208.145,Office-Berlin,MFA,1,0
EMP-1082,Ashley Thomas,Finance,Accounts Payable,2024-01-03 09:40:55.715452,2024-01-03 18:40:30.449596,8.99,10.98.116.233,Office-Bangalore,MFA,0,0
EMP-1083,Emma Diaz,Human Resources,HR Manager,2024-01-03 08:08:28.409464,2024-01-03 15:29:17.185056,7.35,10.246.190.26,Office-Berlin,certificate,1,0
EMP-1084,Kimberly James,Sales,Sales Rep,2024-01-03 07:43:11.672441,2024-01-03 16:44:35.031497,9.02,10.142.20.41,Office-SanFrancisco,MFA,1,0
EMP-1085,Laura Ruiz,Legal,Contract Specialist,2024-01-03 08:50:16.907395,2024-01-03 14:57:21.094029,6.12,10.60.74.181,Office-Bangalore,certificate,1,0
EMP-1086,Elizabeth Mendoza,IT Security,SOC Analyst,2024-01-03 07:48:04.590938,2024-01-03 14:26:49.666143,6.65,10.30.140.58,Office-London,SSO,1,0
EMP-1087,Christopher Martinez,Executive,CEO,2024-01-03 09:51:33.581554,2024-01-03 16:09:10.832584,6.29,10.192.212.146,Office-SanFrancisco,password,1,0
EMP-1088,Jessica Reyes,Research & Development,R&D Engineer,2024-01-03 10:58:15.574279,2024-01-03 18:28:16.960544,7.5,10.129.139.127,Remote,password,1,0
EMP-1089,Scott Garcia,Marketing,SEO Specialist,2024-01-03 07:24:50.176565,2024-01-03 16:55:21.385531,9.51,10.65.7.24,Remote,password,1,0
EMP-1090,Maria Gray,Operations,Operations Manager,2024-01-03 10:58:33.371408,2024-01-03 19:04:41.382741,8.1,10.121.133.167,Office-Berlin,password,1,0
EMP-1091,Nancy Howard,Engineering,DevOps Engineer,2024-01-03 09:09:15.114482,2024-01-03 15:21:18.225879,6.2,10.121.90.105,Remote,certificate,0,0
EMP-1092,Christine Wilson,Finance,Sr. Accountant,2024-01-03 09:30:44.779660,2024-01-03 17:12:07.293192,7.69,10.127.74.170,Office-London,SSO,1,0
EMP-1093,Ryan Lopez,Human Resources,HR Manager,2024-01-03 07:35:54.214695,2024-01-03 17:19:23.845103,9.72,10.249.198.104,Office-London,certificate,1,0
EMP-1094,Edward Miller,Sales,Account Executive,2024-01-03 10:18:02.443736,2024-01-03 17:55:02.680406,7.62,10.194.128.161,Office-Berlin,MFA,1,0
EMP-1095,Anthony Wright,Legal,Contract Specialist,2024-01-03 07:05:17.838698,2024-01-03 14:18:22.343052,7.22,10.226.179.125,Office-SanFrancisco,SSO,1,0
EMP-1096,Benjamin Cox,IT Security,SOC Analyst,2024-01-03 11:35:44.784104,2024-01-03 21:24:13.642938,9.81,10.142.4.142,Remote,MFA,1,0
EMP-1097,Mark Anderson,Executive,VP Engineering,2024-01-03 10:00:52.896053,2024-01-03 20:15:55.903914,10.25,10.239.184.75,HQ-NewYork,password,1,0
EMP-1098,Kathleen Stewart,Research & Development,Data Scientist,2024-01-03 08:36:50.915485,2024-01-03 14:38:41.169914,6.03,10.99.49.236,Office-Bangalore,certificate,1,0
EMP-1099,Emily Foster,Marketing,SEO Specialist,2024-01-03 08:50:21.493113,2024-01-03 16:40:24.836405,7.83,10.211.1.73,Office-London,MFA,1,0
EMP-1100,Karen Edwards,Operations,Logistics Coordinator,2024-01-03 10:45:20.355529,2024-01-03 16:58:22.458874,6.22,10.142.196.140,Office-Bangalore,password,1,0
EMP-1001,Mark Edwards,Engineering,QA Engineer,2024-01-04 10:15:56.410534,2024-01-04 17:44:18.451090,7.47,10.179.109.88,Office-London,certificate,1,0
EMP-1002,Margaret Ross,Finance,Finance Manager,2024-01-04 09:57:29.272766,2024-01-04 16:54:47.320117,6.96,10.25.92.217,HQ-NewYork,password,1,0
EMP-1003,Jennifer Sanders,Human Resources,Benefits Coordinator,2024-01-04 09:16:08.663707,2024-01-04 17:03:14.028947,7.78,10.21.142.76,Office-Berlin,MFA,1,0
EMP-1004,Alexander Rodriguez,Sales,Sales Rep,2024-01-04 07:56:58.798064,2024-01-04 14:28:44.531480,6.53,10.253.21.219,Remote,SSO,1,0
