user,employee_name,department,device,plug_time,unplug_time,duration_min,bytes_copied,source_ip
EMP-1005,Timothy Scott,Legal,USB-4257,2024-01-11 13:52:00,2024-01-11 14:22:00,30,0,10.95.91.54
EMP-1013,Samantha Cook,Human Resources,USB-2424,2024-01-11 16:26:00,2024-01-11 17:35:00,69,0,10.196.42.139
EMP-1093,Ryan Lopez,Human Resources,USB-2824,2024-01-11 13:00:00,2024-01-11 13:39:00,39,0,10.249.198.104
EMP-1079,Stephen Nguyen,Marketing,USB-1520,2024-01-11 11:30:00,2024-01-11 14:21:00,171,285374805,10.224.4.147
EMP-1080,Kathleen Cruz,Operations,USB-2424,2024-01-11 12:22:00,2024-01-11 14:51:00,149,145874725,10.241.221.123
EMP-1011,Stephen Johnson,Engineering,USB-5012,2024-01-11 09:17:00,2024-01-11 09:45:00,28,0,10.197.165.88
EMP-1080,Kathleen Cruz,Operations,USB-4811,2024-01-11 08:42:00,2024-01-11 08:52:00,10,0,10.241.221.123
EMP-1054,Kimberly Long,Sales,USB-4811,2024-01-11 17:11:00,2024-01-11 19:44:00,153,0,10.125.161.62
EMP-1053,Brandon Castillo,Human Resources,USB-7912,2024-01-11 18:48:00,2024-01-11 21:39:00,171,0,10.230.41.191
EMP-1039,Donald Lee,Marketing,USB-1409,2024-01-11 09:29:00,2024-01-11 12:17:00,168,0,10.189.237.86
EMP-1068,David Cook,Research & Development,USB-1434,2024-01-11 16:00:00,2024-01-11 18:33:00,153,0,10.28.111.246
EMP-1031,Kenneth Long,Engineering,USB-4582,2024-01-11 16:40:00,2024-01-11 18:04:00,84,187819626,10.145.26.19
EMP-1016,Shirley Cox,IT Security,USB-1520,2024-01-11 18:31:00,2024-01-11 20:39:00,128,0,10.177.52.183
EMP-1050,Patricia Garcia,Operations,USB-5012,2024-01-12 09:54:00,2024-01-12 10:55:00,61,458446639,10.107.227.162
EMP-1043,Justin King,Human Resources,USB-9935,2024-01-12 10:42:00,2024-01-12 11:40:00,58,234748194,10.187.202.81
EMP-1007,Dennis Jimenez,Executive,USB-5012,2024-01-12 18:26:00,2024-01-12 21:09:00,163,296713141,10.103.69.17
EMP-1095,Anthony Wright,Legal,USB-2535,2024-01-12 08:38:00,2024-01-12 09:45:00,67,294403501,10.226.179.125
EMP-1037,Melissa Howard,Executive,USB-9928,2024-01-12 13:13:00,2024-01-12 15:00:00,107,0,10.11.79.94
EMP-1098,Kathleen Stewart,Research & Development,USB-5012,2024-01-12 14:05:00,2024-01-12 16:36:00,151,0,10.99.49.236
EMP-1027,Catherine Green,Executive,USB-9928,2024-01-12 14:46:00,2024-01-12 14:56:00,10,179023138,10.236.219.136
EMP-1090,Maria Gray,Operations,USB-2424,2024-01-12 11:13:00,2024-01-12 12:40:00,87,101077090,10.121.133.167
EMP-1028,Angela Hernandez,Research & Development,USB-9279,2024-01-12 11:28:00,2024-01-12 12:26:00,58,0,10.221.61.104
EMP-1041,Michelle Robinson,Engineering,USB-1520,2024-01-12 11:26:00,2024-01-12 12:06:00,40,0,10.85.72.222
EMP-1067,Rachel Foster,Executive,USB-2535,2024-01-12 15:59:00,2024-01-12 16:10:00,11,0,10.201.11.89
EMP-1006,Nicole Brooks,IT Security,USB-7912,2024-01-13 08:17:00,2024-01-13 10:14:00,117,0,10.119.98.70
EMP-1070,Sharon Sanders,Operations,USB-7912,2024-01-13 16:41:00,2024-01-13 18:33:00,112,497460065,10.213.240.23
EMP-1029,Justin Kim,Marketing,USB-2535,2024-01-13 12:38:00,2024-01-13 12:46:00,8,0,10.169.150.145
EMP-1023,Nancy Scott,Human Resources,USB-7873,2024-01-13 10:49:00,2024-01-13 12:55:00,126,0,10.207.221.220
EMP-1096,Benjamin Cox,IT Security,USB-7873,2024-01-13 10:22:00,2024-01-13 13:09:00,167,185235537,10.142.4.142
EMP-1037,Melissa Howard,Executive,USB-7912,2024-01-13 18:46:00,2024-01-13 18:52:00,6,0,10.11.79.94
EMP-1033,Christine Peterson,Human Resources,USB-2424,2024-01-13 13:16:00,2024-01-13 13:21:00,5,0,10.68.30.228
EMP-1021,Raymond Parker,Engineering,USB-9279,2024-01-13 14:17:00,2024-01-13 16:31:00,134,205557427,10.222.187.14
EMP-1003,Jennifer Sanders,Human Resources,USB-2824,2024-01-13 14:01:00,2024-01-13 16:41:00,160,0,10.21.142.76
EMP-1024,Katherine Cooper,Sales,USB-4657,2024-01-13 12:02:00,2024-01-13 13:28:00,86,462156331,10.105.125.124
EMP-1062,Carol Baker,Finance,USB-4811,2024-01-13 14:36:00,2024-01-13 16:03:00,87,0,10.214.21.121
EMP-1018,Robert Ramos,Research & Development,USB-5506,2024-01-13 17:13:00,2024-01-13 20:00:00,167,0,10.19.182.162
EMP-1091,Nancy Howard,Engineering,USB-4582,2024-01-13 11:58:00,2024-01-13 14:34:00,156,0,10.121.90.105
EMP-1082,Ashley Thomas,Finance,USB-9928,2024-01-13 13:33:00,2024-01-13 16:08:00,155,50406790,10.98.116.233
EMP-1046,Christine Evans,IT Security,USB-4582,2024-01-13 13:11:00,2024-01-13 14:23:00,72,0,10.33.50.108
EMP-1061,Samuel Diaz,Engineering,USB-2679,2024-01-13 09:53:00,2024-01-13 10:17:00,24,0,10.67.98.84
EMP-1098,Kathleen Stewart,Research & Development,USB-2824,2024-01-13 18:45:00,2024-01-13 19:27:00,42,203595738,10.99.49.236
EMP-1026,Jason Hughes,IT Security,USB-9279,2024-01-13 17:17:00,2024-01-13 17:37:00,20,351479745,10.49.76.56
EMP-1057,Anna Reyes,Executive,USB-9928,2024-01-13 15:04:00,2024-01-13 15:10:00,6,0,10.100.232.198
EMP-1100,Karen Edwards,Operations,USB-7873,2024-01-13 09:22:00,2024-01-13 10:09:00,47,0,10.142.196.140
EMP-1077,Margaret Patel,Executive,USB-4657,2024-01-13 09:26:00,2024-01-13 12:16:00,170,36649454,10.73.252.26
EMP-1094,Edward Miller,Sales,USB-9279,2024-01-13 18:05:00,2024-01-13 19:48:00,103,0,10.194.128.161
EMP-1035,Steven Miller,Legal,USB-1409,2024-01-13 12:33:00,2024-01-13 14:47:00,134,0,10.12.1.86
EMP-1089,Scott Garcia,Marketing,USB-4257,2024-01-13 09:15:00,2024-01-13 09:54:00,39,428312977,10.65.7.24
EMP-1088,Jessica Reyes,Research & Development,USB-2824,2024-01-13 17:20:00,2024-01-13 19:26:00,126,0,10.129.139.127
EMP-1067,Rachel Foster,Executive,USB-4582,2024-01-13 16:34:00,2024-01-13 17:26:00,52,0,10.201.11.89
EMP-1086,Elizabeth Mendoza,IT Security,USB-2424,2024-01-13 16:55:00,2024-01-13 19:50:00,175,0,10.30.140.58
EMP-1031,Kenneth Long,Engineering,USB-2679,2024-01-13 15:48:00,2024-01-13 16:08:00,20,0,10.145.26.19
EMP-1080,Kathleen Cruz,Operations,USB-3286,2024-01-13 15:12:00,2024-01-13 18:01:00,169,185604978,10.241.221.123
EMP-1018,Robert Ramos,Research & Development,USB-9928,2024-01-14 17:19:00,2024-01-14 17:37:00,18,0,10.19.182.162
EMP-1096,Benjamin Cox,IT Security,USB-9279,2024-01-14 16:46:00,2024-01-14 17:12:00,26,17081090,10.142.4.142
EMP-1049,Andrew Rogers,Marketing,USB-7873,2024-01-14 08:29:00,2024-01-14 11:05:00,156,0,10.173.80.58
EMP-1070,Sharon Sanders,Operations,USB-1488,2024-01-14 16:14:00,2024-01-14 17:30:00,76,0,10.213.240.23
EMP-1073,Eric Harris,Human Resources,USB-2535,2024-01-14 13:42:00,2024-01-14 15:37:00,115,0,10.143.195.62
EMP-1075,Stephen Ortiz,Legal,USB-1434,2024-01-14 18:14:00,2024-01-14 18:35:00,21,0,10.91.180.117
EMP-1020,Patrick Kelly,Operations,USB-9279,2024-01-14 13:14:00,2024-01-14 13:26:00,12,59212418,10.207.105.49
EMP-1008,Margaret Wood,Research & Development,USB-1520,2024-01-14 18:03:00,2024-01-14 20:12:00,129,155828534,10.68.36.64
EMP-1016,Shirley Cox,IT Security,USB-1409,2024-01-14 18:44:00,2024-01-14 20:34:00,110,0,10.177.52.183
EMP-1023,Nancy Scott,Human Resources,USB-5506,2024-01-14 08:54:00,2024-01-14 11:03:00,129,307026432,10.207.221.220
EMP-1027,Catherine Green,Executive,USB-1520,2024-01-14 13:20:00,2024-01-14 15:42:00,142,0,10.236.219.136
EMP-1060,Cynthia Taylor,Operations,USB-9928,2024-01-14 08:48:00,2024-01-14 11:31:00,163,373950583,10.152.145.170
EMP-1001,Mark Edwards,Engineering,USB-1488,2024-01-14 14:47:00,2024-01-14 16:35:00,108,0,10.179.109.88
EMP-1039,Donald Lee,Marketing,USB-5506,2024-01-14 08:50:00,2024-01-14 11:05:00,135,264035379,10.189.237.86
EMP-1007,Dennis Jimenez,Executive,USB-7912,2024-01-14 09:32:00,2024-01-14 12:01:00,149,0,10.103.69.17
EMP-1055,Elizabeth Alvarez,Legal,USB-4657,2024-01-14 13:06:00,2024-01-14 15:53:00,167,0,10.82.229.139
EMP-1049,Andrew Rogers,Marketing,USB-5012,2024-01-14 15:24:00,2024-01-14 16:55:00,91,446286463,10.173.80.58
EMP-1017,Christine Wood,Executive,USB-5012,2024-01-14 12:48:00,2024-01-14 14:49:00,121,0,10.31.64.58
EMP-1004,Alexander Rodriguez,Sales,USB-4582,2024-01-14 11:36:00,2024-01-14 14:07:00,151,0,10.253.21.219
EMP-1023,Nancy Scott,Human Resources,USB-5506,2024-01-14 16:15:00,2024-01-14 16:41:00,26,70551486,10.207.221.220
EMP-1011,Stephen Johnson,Engineering,USB-5506,2024-01-14 08:16:00,2024-01-14 10:24:00,128,0,10.197.165.88
EMP-1067,Rachel Foster,Executive,USB-2824,2024-01-14 14:48:00,2024-01-14 15:22:00,34,0,10.201.11.89
EMP-1028,Angela Hernandez,Research & Development,USB-4657,2024-01-14 11:17:00,2024-01-14 13:04:00,107,0,10.221.61.104
EMP-1029,Justin Kim,Marketing,USB-2535,2024-01-14 08:24:00,2024-01-14 09:35:00,71,0,10.169.150.145
EMP-1091,Nancy Howard,Engineering,USB-1520,2024-01-14 12:31:00,2024-01-14 12:36:00,5,0,10.121.90.105
EMP-1073,Eric Harris,Human Resources,USB-4582,2024-01-14 18:09:00,2024-01-14 19:19:00,70,0,10.143.195.62
EMP-1043,Justin King,Human Resources,USB-2424,2024-01-14 17:41:00,2024-01-14 19:40:00,119,0,10.187.202.81
EMP-1057,Anna Reyes,Executive,USB-1434,2024-01-15 10:22:00,2024-01-15 10:28:00,6,0,10.100.232.198
EMP-1082,Ashley Thomas,Finance,USB-1520,2024-01-15 11:45:00,2024-01-15 14:13:00,148,472762092,10.98.116.233
EMP-1003,Jennifer Sanders,Human Resources,USB-4657,2024-01-15 18:47:00,2024-01-15 20:11:00,84,0,10.21.142.76
EMP-1051,Amy Phillips,Engineering,USB-5012,2024-01-15 10:52:00,2024-01-15 12:24:00,92,129533304,10.200.109.57
EMP-1059,Mark Wright,Marketing,USB-2424,2024-01-15 15:50:00,2024-01-15 18:18:00,148,0,10.87.172.174
EMP-1087,Christopher Martinez,Executive,USB-9279,2024-01-15 17:54:00,2024-01-15 20:01:00,127,248602978,10.192.212.146
EMP-1051,Amy Phillips,Engineering,USB-7873,2024-01-15 08:36:00,2024-01-15 11:16:00,160,431436456,10.200.109.57
EMP-1010,Karen Watson,Operations,USB-2424,2024-01-15 18:23:00,2024-01-15 20:29:00,126,0,10.17.99.98
EMP-1100,Karen Edwards,Operations,USB-4582,2024-01-15 16:05:00,2024-01-15 17:44:00,99,361956204,10.142.196.140
EMP-1037,Melissa Howard,Executive,USB-1520,2024-01-15 17:13:00,2024-01-15 18:44:00,91,262392977,10.11.79.94
EMP-1053,Brandon Castillo,Human Resources,USB-2424,2024-01-16 11:15:00,2024-01-16 12:39:00,84,248738217,10.230.41.191
EMP-1009,Justin Phillips,Marketing,USB-5012,2024-01-16 08:21:00,2024-01-16 10:10:00,109,0,10.127.24.194
EMP-1093,Ryan Lopez,Human Resources,USB-1409,2024-01-16 14:27:00,2024-01-16 15:04:00,37,0,10.249.198.104
EMP-1024,Katherine Cooper,Sales,USB-9928,2024-01-16 10:09:00,2024-01-16 11:04:00,55,24787742,10.105.125.124
EMP-1068,David Cook,Research & Development,USB-9935,2024-01-16 08:17:00,2024-01-16 09:51:00,94,380234117,10.28.111.246
EMP-1027,Catherine Green,Executive,USB-9928,2024-01-16 10:01:00,2024-01-16 12:08:00,127,0,10.236.219.136
EMP-1044,Deborah Kelly,Sales,USB-7873,2024-01-16 15:51:00,2024-01-16 16:11:00,20,0,10.112.1.134
EMP-1095,Anthony Wright,Legal,USB-2824,2024-01-16 14:42:00,2024-01-16 17:23:00,161,0,10.226.179.125
EMP-1044,Deborah Kelly,Sales,USB-7873,2024-01-16 11:32:00,2024-01-16 12:31:00,59,0,10.112.1.134
EMP-1072,Gary Ramirez,Finance,USB-1434,2024-01-16 14:10:00,2024-01-16 14:48:00,38,0,10.226.153.180
EMP-1020,Patrick Kelly,Operations,USB-2535,2024-01-16 15:46:00,2024-01-16 18:44:00,178,481894688,10.207.105.49
EMP-1013,Samantha Cook,Human Resources,USB-4582,2024-01-16 17:05:00,2024-01-16 18:59:00,114,0,10.196.42.139
EMP-1030,Anthony Bennett,Operations,USB-4657,2024-01-16 13:39:00,2024-01-16 15:44:00,125,0,10.34.172.166
EMP-1037,Melissa Howard,Executive,USB-7912,2024-01-16 11:42:00,2024-01-16 13:14:00,92,0,10.11.79.94
EMP-1066,Pamela Gray,IT Security,USB-1488,2024-01-16 10:07:00,2024-01-16 11:48:00,101,0,10.152.177.213
EMP-1013,Samantha Cook,Human Resources,USB-2424,2024-01-16 17:34:00,2024-01-16 19:37:00,123,481297216,10.196.42.139
EMP-1098,Kathleen Stewart,Research & Development,USB-2424,2024-01-16 15:57:00,2024-01-16 16:55:00,58,229283587,10.99.49.236
EMP-1091,Nancy Howard,Engineering,USB-9928,2024-01-16 09:10:00,2024-01-16 10:11:00,61,0,10.121.90.105
EMP-1063,Brian Lewis,Human Resources,USB-3286,2024-01-16 12:08:00,2024-01-16 13:55:00,107,0,10.244.64.52
EMP-1063,Brian Lewis,Human Resources,USB-7873,2024-01-16 16:04:00,2024-01-16 17:36:00,92,0,10.244.64.52
EMP-1027,Catherine Green,Executive,USB-1488,2024-01-16 09:16:00,2024-01-16 10:12:00,56,0,10.236.219.136
EMP-1096,Benjamin Cox,IT Security,USB-5012,2024-01-16 18:20:00,2024-01-16 20:23:00,123,0,10.142.4.142
EMP-1056,Karen Robinson,IT Security,USB-4582,2024-01-16 10:39:00,2024-01-16 11:33:00,54,0,10.55.17.107
EMP-1052,Michael Bailey,Finance,USB-5506,2024-01-16 08:44:00,2024-01-16 08:51:00,7,0,10.206.119.171
EMP-1084,Kimberly James,Sales,USB-9928,2024-01-16 08:04:00,2024-01-16 10:32:00,148,223180423,10.142.20.41
EMP-1081,Stephanie Morales,Engineering,USB-4657,2024-01-16 10:45:00,2024-01-16 11:32:00,47,0,10.39.208.145
EMP-1079,Stephen Nguyen,Marketing,USB-7873,2024-01-16 11:12:00,2024-01-16 13:44:00,152,0,10.224.4.147
EMP-1094,Edward Miller,Sales,USB-1488,2024-01-16 18:22:00,2024-01-16 21:09:00,167,382603261,10.194.128.161
EMP-1032,Thomas Hall,Finance,USB-4657,2024-01-16 09:17:00,2024-01-16 12:07:00,170,356533968,10.41.113.214
EMP-1065,Lisa Cox,Legal,USB-5506,2024-01-16 11:23:00,2024-01-16 14:11:00,168,15151139,10.247.80.28
EMP-1039,Donald Lee,Marketing,USB-4657,2024-01-17 09:22:00,2024-01-17 10:40:00,78,0,10.189.237.86
EMP-1097,Mark Anderson,Executive,USB-2535,2024-01-17 18:33:00,2024-01-17 19:47:00,74,0,10.239.184.75
EMP-1098,Kathleen Stewart,Research & Development,USB-4811,2024-01-17 14:16:00,2024-01-17 15:56:00,100,0,10.99.49.236
EMP-1031,Kenneth Long,Engineering,USB-1520,2024-01-17 12:54:00,2024-01-17 14:59:00,125,0,10.145.26.19
EMP-1013,Samantha Cook,Human Resources,USB-2679,2024-01-17 16:14:00,2024-01-17 17:40:00,86,0,10.196.42.139
EMP-1068,David Cook,Research & Development,USB-5506,2024-01-17 12:30:00,2024-01-17 12:41:00,11,0,10.28.111.246
EMP-1074,Laura Williams,Sales,USB-4811,2024-01-17 10:21:00,2024-01-17 12:32:00,131,300006088,10.178.63.79
EMP-1028,Angela Hernandez,Research & Development,USB-1409,2024-01-17 11:40:00,2024-01-17 13:28:00,108,0,10.221.61.104
EMP-1012,Sharon Lee,Finance,USB-5012,2024-01-17 14:44:00,2024-01-17 16:39:00,115,437309381,10.196.46.130
EMP-1079,Stephen Nguyen,Marketing,USB-5506,2024-01-17 16:23:00,2024-01-17 17:27:00,64,0,10.224.4.147
EMP-1001,Mark Edwards,Engineering,USB-2535,2024-01-17 13:48:00,2024-01-17 14:25:00,37,0,10.179.109.88
EMP-1060,Cynthia Taylor,Operations,USB-4811,2024-01-17 10:31:00,2024-01-17 12:58:00,147,117326561,10.152.145.170
EMP-1075,Stephen Ortiz,Legal,USB-9935,2024-01-17 13:18:00,2024-01-17 14:07:00,49,0,10.91.180.117
EMP-1003,Jennifer Sanders,Human Resources,USB-9279,2024-01-17 14:18:00,2024-01-17 14:39:00,21,174796627,10.21.142.76
EMP-1042,Brian Chavez,Finance,USB-4811,2024-01-17 17:16:00,2024-01-17 17:30:00,14,0,10.241.8.30
EMP-1100,Karen Edwards,Operations,USB-4657,2024-01-17 17:15:00,2024-01-17 17:42:00,27,0,10.142.196.140
EMP-1005,Timothy Scott,Legal,USB-1409,2024-01-17 15:19:00,2024-01-17 16:06:00,47,135571590,10.95.91.54
EMP-1007,Dennis Jimenez,Executive,USB-7912,2024-01-17 10:27:00,2024-01-17 11:33:00,66,0,10.103.69.17
EMP-1074,Laura Williams,Sales,USB-5506,2024-01-17 08:48:00,2024-01-17 10:57:00,129,0,10.178.63.79
EMP-1053,Brandon Castillo,Human Resources,USB-4582,2024-01-17 16:10:00,2024-01-17 17:28:00,78,0,10.230.41.191
EMP-1062,Carol Baker,Finance,USB-2824,2024-01-17 13:35:00,2024-01-17 13:55:00,20,0,10.214.21.121
EMP-1060,Cynthia Taylor,Operations,USB-4257,2024-01-17 15:57:00,2024-01-17 18:17:00,140,0,10.152.145.170
EMP-1073,Eric Harris,Human Resources,USB-4257,2024-01-17 11:41:00,2024-01-17 13:25:00,104,0,10.143.195.62
EMP-1009,Justin Phillips,Marketing,USB-3286,2024-01-17 11:58:00,2024-01-17 14:48:00,170,0,10.127.24.194
EMP-1026,Jason Hughes,IT Security,USB-4657,2024-01-17 16:02:00,2024-01-17 17:02:00,60,0,10.49.76.56
EMP-1052,Michael Bailey,Finance,USB-9928,2024-01-17 12:46:00,2024-01-17 13:50:00,64,182557534,10.206.119.171
EMP-1073,Eric Harris,Human Resources,USB-9279,2024-01-17 18:07:00,2024-01-17 20:04:00,117,302773949,10.143.195.62
EMP-1009,Justin Phillips,Marketing,USB-5012,2024-01-17 13:25:00,2024-01-17 14:24:00,59,0,10.127.24.194
EMP-1079,Stephen Nguyen,Marketing,USB-5012,2024-01-17 08:56:00,2024-01-17 10:31:00,95,160799972,10.224.4.147
EMP-1013,Samantha Cook,Human Resources,USB-1434,2024-01-18 13:30:00,2024-01-18 16:12:00,162,333733480,10.196.42.139
EMP-1078,Sandra Campbell,Research & Development,USB-5506,2024-01-18 14:49:00,2024-01-18 15:32:00,43,0,10.137.33.71
EMP-1003,Jennifer Sanders,Human Resources,USB-4657,2024-01-18 14:13:00,2024-01-18 16:16:00,123,0,10.21.142.76
EMP-1081,Stephanie Morales,Engineering,USB-2424,2024-01-18 15:08:00,2024-01-18 17:42:00,154,0,10.39.208.145
EMP-1015,Janet Morales,Legal,USB-9279,2024-01-18 11:06:00,2024-01-18 11:32:00,26,0,10.169.122.243
EMP-1009,Justin Phillips,Marketing,USB-7912,2024-01-18 14:54:00,2024-01-18 15:46:00,52,177442543,10.127.24.194
EMP-1011,Stephen Johnson,Engineering,USB-4257,2024-01-18 12:50:00,2024-01-18 13:45:00,55,0,10.197.165.88
EMP-1073,Eric Harris,Human Resources,USB-1488,2024-01-18 08:03:00,2024-01-18 08:57:00,54,32000652,10.143.195.62
EMP-1079,Stephen Nguyen,Marketing,USB-5506,2024-01-18 09:32:00,2024-01-18 12:04:00,152,0,10.224.4.147
EMP-1059,Mark Wright,Marketing,USB-9935,2024-01-18 12:00:00,2024-01-18 12:07:00,7,0,10.87.172.174
EMP-1088,Jessica Reyes,Research & Development,USB-1520,2024-01-18 12:24:00,2024-01-18 13:17:00,53,0,10.129.139.127
EMP-1032,Thomas Hall,Finance,USB-7873,2024-01-18 15:23:00,2024-01-18 17:00:00,97,0,10.41.113.214
EMP-1069,Alexander Martin,Marketing,USB-1409,2024-01-18 15:09:00,2024-01-18 16:37:00,88,0,10.70.158.207
EMP-1052,Michael Bailey,Finance,USB-7912,2024-01-18 12:58:00,2024-01-18 14:35:00,97,0,10.206.119.171
EMP-1018,Robert Ramos,Research & Development,USB-7912,2024-01-19 08:56:00,2024-01-19 11:50:00,174,0,10.19.182.162
EMP-1073,Eric Harris,Human Resources,USB-4582,2024-01-19 14:27:00,2024-01-19 16:54:00,147,314673545,10.143.195.62
EMP-1027,Catherine Green,Executive,USB-1434,2024-01-19 09:19:00,2024-01-19 11:40:00,141,0,10.236.219.136
EMP-1052,Michael Bailey,Finance,USB-4657,2024-01-19 13:06:00,2024-01-19 15:39:00,153,0,10.206.119.171
EMP-1015,Janet Morales,Legal,USB-2679,2024-01-19 15:20:00,2024-01-19 17:58:00,158,373127864,10.169.122.243
EMP-1096,Benjamin Cox,IT Security,USB-1434,2024-01-19 18:02:00,2024-01-19 19:09:00,67,0,10.142.4.142
EMP-1001,Mark Edwards,Engineering,USB-5012,2024-01-19 11:17:00,2024-01-19 13:48:00,151,0,10.179.109.88
EMP-1066,Pamela Gray,IT Security,USB-2535,2024-01-19 11:24:00,2024-01-19 14:22:00,178,0,10.152.177.213
EMP-1003,Jennifer Sanders,Human Resources,USB-2824,2024-01-19 08:30:00,2024-01-19 09:28:00,58,143783272,10.21.142.76
EMP-1064,Donald Taylor,Sales,USB-4257,2024-01-19 16:07:00,2024-01-19 18:07:00,120,0,10.243.56.120
EMP-1047,Brandon Reed,Executive,USB-5506,2024-01-19 09:08:00,2024-01-19 09:34:00,26,279504114,10.78.74.54
EMP-1056,Karen Robinson,IT Security,USB-9928,2024-01-19 16:08:00,2024-01-19 17:44:00,96,0,10.55.17.107
EMP-1071,Ashley Long,Engineering,USB-7873,2024-01-20 16:51:00,2024-01-20 17:40:00,49,402365277,10.8.127.218
EMP-1037,Melissa Howard,Executive,USB-5506,2024-01-20 12:55:00,2024-01-20 13:52:00,57,208052996,10.11.79.94
EMP-1087,Christopher Martinez,Executive,USB-2824,2024-01-20 08:05:00,2024-01-20 09:13:00,68,0,10.192.212.146
EMP-1034,Paul Torres,Sales,USB-4257,2024-01-20 12:53:00,2024-01-20 15:00:00,127,0,10.176.163.219
EMP-1076,Steven Robinson,IT Security,USB-9279,2024-01-20 09:27:00,2024-01-20 11:20:00,113,0,10.31.191.138
EMP-1100,Karen Edwards,Operations,USB-9928,2024-01-20 11:51:00,2024-01-20 12:55:00,64,0,10.142.196.140
EMP-1014,Gary Williams,Sales,USB-2535,2024-01-20 08:32:00,2024-01-20 11:09:00,157,0,10.15.62.225
EMP-1059,Mark Wright,Marketing,USB-1434,2024-01-20 18:03:00,2024-01-20 19:46:00,103,0,10.87.172.174
EMP-1032,Thomas Hall,Finance,USB-4811,2024-01-20 12:46:00,2024-01-20 15:20:00,154,0,10.41.113.214
EMP-1013,Samantha Cook,Human Resources,USB-4257,2024-01-20 14:40:00,2024-01-20 17:00:00,140,0,10.196.42.139
EMP-1085,Laura Ruiz,Legal,USB-2824,2024-01-20 18:01:00,2024-01-20 20:03:00,122,0,10.60.74.181
EMP-1017,Christine Wood,Executive,USB-4811,2024-01-20 12:05:00,2024-01-20 12:23:00,18,0,10.31.64.58
EMP-1026,Jason Hughes,IT Security,USB-3286,2024-01-20 11:10:00,2024-01-20 13:30:00,140,0,10.49.76.56
EMP-1093,Ryan Lopez,Human Resources,USB-5012,2024-01-20 08:16:00,2024-01-20 09:56:00,100,86020283,10.249.198.104
EMP-1089,Scott Garcia,Marketing,USB-5506,2024-01-20 14:05:00,2024-01-20 15:24:00,79,0,10.65.7.24
EMP-1075,Stephen Ortiz,Legal,USB-1520,2024-01-20 15:57:00,2024-01-20 18:45:00,168,0,10.91.180.117
EMP-1085,Laura Ruiz,Legal,USB-2679,2024-01-20 17:50:00,2024-01-20 20:03:00,133,0,10.60.74.181
EMP-1014,Gary Williams,Sales,USB-4657,2024-01-20 09:15:00,2024-01-20 12:12:00,177,0,10.15.62.225
EMP-1009,Justin Phillips,Marketing,USB-2824,2024-01-20 09:36:00,2024-01-20 10:53:00,77,28565791,10.127.24.194
EMP-1086,Elizabeth Mendoza,IT Security,USB-7912,2024-01-20 13:04:00,2024-01-20 15:07:00,123,481317378,10.30.140.58
EMP-1051,Amy Phillips,Engineering,USB-1520,2024-01-20 08:58:00,2024-01-20 09:52:00,54,489699581,10.200.109.57
EMP-1074,Laura Williams,Sales,USB-7873,2024-01-20 08:10:00,2024-01-20 09:31:00,81,0,10.178.63.79
EMP-1084,Kimberly James,Sales,USB-4257,2024-01-20 17:05:00,2024-01-20 17:38:00,33,0,10.142.20.41
EMP-1088,Jessica Reyes,Research & Development,USB-7912,2024-01-20 10:35:00,2024-01-20 11:45:00,70,0,10.129.139.127
EMP-1037,Melissa Howard,Executive,USB-4582,2024-01-20 18:05:00,2024-01-20 19:29:00,84,12405158,10.11.79.94
EMP-1008,Margaret Wood,Research & Development,USB-9935,2024-01-20 10:04:00,2024-01-20 10:47:00,43,312046033,10.68.36.64
EMP-1012,Sharon Lee,Finance,USB-1488,2024-01-20 12:50:00,2024-01-20 15:04:00,134,0,10.196.46.130
EMP-1088,Jessica Reyes,Research & Development,USB-1409,2024-01-20 15:01:00,2024-01-20 15:29:00,28,0,10.129.139.127
EMP-1012,Sharon Lee,Finance,USB-4582,2024-01-20 18:41:00,2024-01-20 19:23:00,42,0,10.196.46.130
EMP-1009,Justin Phillips,Marketing,USB-1488,2024-01-21 18:14:00,2024-01-21 19:16:00,62,246655314,10.127.24.194
EMP-1039,Donald Lee,Marketing,USB-2824,2024-01-21 16:10:00,2024-01-21 16:30:00,20,0,10.189.237.86
